,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
281,M,Victoria,Baker,Bakery,Victoria,Stores,36.41103286,2-5,0.0,Stores
282,M,Prince George,Baker,Bakery,Prince George,Stores,40.21737247,2-5,36.85759727,Stores
283,F,Merritt,Baker,Bakery,Kamloops,Stores,43.05432623,2-5,38.29051282,Stores
284,M,Crawford Bay,Baker,Bakery,Cranbrook,Stores,38.38906678,2-5,28.63001058,Stores
285,F,Richmond,Baker,Bakery,Richmond,Stores,45.08977998,6-10,75.08140597,Stores
286,F,Rossland,Baker,Bakery,Trail,Stores,58.95193483,2-5,146.0033861,Stores
287,F,New Westminster,Baker,Bakery,New Westminster,Stores,29.6349007,6-10,46.67651007,Stores
288,M,Victoria,Baker,Bakery,Victoria,Stores,64.1862768,2-5,198.6057962,Stores
289,M,Sidney,Baker,Bakery,Victoria,Stores,37.25898016,2-5,0.0,Stores
290,M,New Westminster,Baker,Bakery,New Westminster,Stores,48.19952531,6-10,76.71632648,Stores
292,M,Castlegar,Baker,Bakery,Trail,Stores,31.12161244,6-10,0.0,Stores
293,M,Vancouver,Manager,Bakery,Vancouver,Stores,48.20856562,6-10,101.1876391,Stores
294,M,Williams Lake,Baker,Bakery,Williams Lake,Stores,46.02262995,2-5,102.8105789,Stores
295,F,Vancouver,Manager,Bakery,Vancouver,Stores,35.54491002,2-5,95.89296083,Stores
296,F,New Westminster,Baker,Bakery,New Westminster,Stores,53.03555014,2-5,139.6920268,Stores
297,F,Kelowna,Baker,Bakery,Kelowna,Stores,47.74269834,2-5,68.54001737,Stores
298,F,Pender Harbour,Baker,Bakery,Victoria,Stores,28.26400962,2-5,0.0,Stores
299,M,Victoria,Baker,Bakery,Victoria,Stores,47.06341877,2-5,44.49102502,Stores
300,M,Quesnel,Baker,Bakery,Quesnel,Stores,41.25308043,2-5,0.0,Stores
301,F,Spences Bridge,Baker,Bakery,Kamloops,Stores,43.17225733,2-5,68.6669675,Stores
302,M,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,49.81724,21-30,57.20654368,HeadOffice
303,M,New Westminster,Baker,Bakery,New Westminster,Stores,38.65612904,2-5,0.0,Stores
304,M,West Vancouver,Cashier,Customer Service,West Vancouver,Stores,55.95054231,6-10,83.18389739,Stores
305,M,Richmond,Baker,Bakery,Richmond,Stores,30.94561689,2-5,0.0,Stores
306,M,New Westminster,Baker,Bakery,New Westminster,Stores,46.11313148,6-10,35.37072859,Stores
307,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,52.68017,2-5,60.25250171,HeadOffice
308,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,55.76493,11-20,0.0,HeadOffice
309,M,Aldergrove,Baker,Bakery,Aldergrove,Stores,45.91600372,2-5,65.69786089,Stores
310,M,Langley,Baker,Bakery,Langley,Stores,47.0598613,6-10,86.27605733,Stores
311,M,Willow Point,Baker,Bakery,Trail,Stores,46.10034641,2-5,75.85883594,Stores
312,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,55.01031,31-40,113.9021614,HeadOffice
313,F,Langley,Baker,Bakery,Langley,Stores,38.84841513,2-5,40.50500469,Stores
314,F,Abbotsford,Baker,Bakery,Abbotsford,Stores,63.64067214,2-5,206.8713669,Stores
315,M,Penticton,Baker,Bakery,Kelowna,Stores,46.40050071,2-5,35.57021837,Stores
316,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,53.4876,6-10,42.15238664,HeadOffice
317,M,New Westminster,Baker,Bakery,New Westminster,Stores,45.8087373,2-5,107.7054315,Stores
318,F,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,38.19359343,2-5,71.13512797,Stores
319,M,Kelowna,Baker,Bakery,Kelowna,Stores,61.03372746,2-5,181.0606009,Stores
320,M,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,49.65137,21-30,21.17797032,HeadOffice
321,F,Vancouver,Analyst,Compensation,Vancouver,HumanResources,39.23264,11-20,0.0,HeadOffice
322,M,Nelson,Baker,Bakery,Nelson,Stores,27.19733271,2-5,0.0,Stores
323,M,Vancouver,Analyst,Compensation,Vancouver,HumanResources,49.737079,31-40,0.0,HeadOffice
324,F,Vancouver,Analyst,Compensation,Vancouver,HumanResources,54.78184,11-20,72.29939142,HeadOffice
325,F,Surrey,Baker,Bakery,Surrey,Stores,49.35642336,2-5,90.58930376,Stores
326,M,North Vancouver,Baker,Bakery,North Vancouver,Stores,37.64279675,6-10,13.95236794,Stores
327,M,Richmond,Baker,Bakery,Richmond,Stores,37.92292401,6-10,43.26658309,Stores
329,M,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,46.47444666,6-10,44.96931708,Stores
330,M,Woss,Baker,Bakery,Cranbrook,Stores,42.26699217,2-5,39.06571163,Stores
331,F,New Westminster,Baker,Bakery,New Westminster,Stores,49.70256092,2-5,127.1518493,Stores
332,M,Cobble Hill,Baker,Bakery,Victoria,Stores,60.01328716,6-10,125.8763124,Stores
333,M,Lac La Hache,Baker,Bakery,Williams Lake,Stores,41.20807653,6-10,58.95419875,Stores
334,M,Victoria,Baker,Bakery,Victoria,Stores,53.77834729,2-5,129.270387,Stores
335,M,Bob Quinn Lake,Baker,Bakery,Terrace,Stores,51.55788049,2-5,90.27111205,Stores
336,M,Muncho Lake,Baker,Bakery,Fort St John,Stores,49.3310176,2-5,73.93095013,Stores
337,M,Hedley,Baker,Bakery,Princeton,Stores,40.68595999,2-5,7.234942941,Stores
338,F,Sardis,Baker,Bakery,Chilliwack,Stores,52.38056007,0-1,145.8827831,Stores
339,F,Gold Bridge,Baker,Bakery,Kamloops,Stores,34.47078152,2-5,23.06389,Stores
340,F,Victoria,Baker,Bakery,Victoria,Stores,48.14741118,2-5,50.69225157,Stores
341,F,Sparwood,Baker,Bakery,Cranbrook,Stores,42.04539396,2-5,87.10310132,Stores
342,M,Port Mcneill,Baker,Bakery,Nanaimo,Stores,48.32233424,6-10,79.00598166,Stores
343,F,Fort St John,Baker,Bakery,Fort St John,Stores,46.85967012,6-10,92.24606666,Stores
345,F,Squamish,Baker,Bakery,Squamish,Stores,40.43092925,2-5,57.78513419,Stores
346,F,New Westminster,Baker,Bakery,New Westminster,Stores,44.70052933,2-5,57.47130909,Stores
347,F,Victoria,Baker,Bakery,Victoria,Stores,48.73561807,2-5,75.48601993,Stores
348,F,Victoria,Baker,Bakery,Victoria,Stores,24.77526856,2-5,0.0,Stores
349,M,Kelowna,Baker,Bakery,Kelowna,Stores,28.82467817,2-5,18.74347478,Stores
350,M,Vancouver,Analyst,Compensation,Vancouver,HumanResources,40.099508,21-30,120.3801664,HeadOffice
351,M,Vancouver,Analyst,Compensation,Vancouver,HumanResources,54.422944,31-40,0.0,HeadOffice
352,M,Vancouver,Analyst,HR Technology,Vancouver,HumanResources,57.83862,6-10,127.1443971,HeadOffice
353,M,Surrey,Baker,Bakery,Surrey,Stores,46.26318447,2-5,55.34484555,Stores
354,F,Vancouver,Analyst,HR Technology,Vancouver,HumanResources,61.735239,31-40,0.0,HeadOffice
355,M,Richmond,Baker,Bakery,Richmond,Stores,41.3446638,2-5,59.28582039,Stores
356,M,Chilliwack,Baker,Bakery,Chilliwack,Stores,47.77542634,2-5,105.1862002,Stores
357,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,54.04718271,6-10,120.2943088,Stores
358,M,New Westminister,Baker,Bakery,New Westminister,Stores,46.34636295,6-10,96.19213879,Stores
359,F,Agassiz,Baker,Bakery,Chilliwack,Stores,50.94350018,2-5,146.0447595,Stores
360,M,Bob Quinn Lake,Baker,Bakery,Terrace,Stores,49.77500929,6-10,66.93209081,Stores
361,F,Vancouver,Analyst,HR Technology,Vancouver,HumanResources,62.96501,21-30,75.94725642,HeadOffice
362,F,Fort Langley,Baker,Bakery,Langley,Stores,45.6015481,2-5,105.2258301,Stores
363,M,Horsefly,Baker,Bakery,Prince George,Stores,47.26951676,2-5,65.20146094,Stores
364,M,Kelowna,Baker,Bakery,Kelowna,Stores,32.81371965,2-5,0.0,Stores
365,M,Avola,Cashier,Customer Service,Kamloops,Stores,54.64327627,6-10,115.6027095,Stores
366,F,Bear Lake,Baker,Bakery,Prince George,Stores,34.64718451,6-10,0.0,Stores
367,F,New Westminister,Baker,Bakery,New Westminister,Stores,37.87297462,6-10,0.0,Stores
368,M,Cobble Hill,Baker,Bakery,Victoria,Stores,47.11875464,2-5,112.2035569,Stores
369,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,19.51295987,2-5,0.0,Stores
370,M,North Vancouver,Baker,Bakery,North Vancouver,Stores,38.66283732,6-10,57.94548715,Stores
371,F,Vancouver,Analyst,HR Technology,Vancouver,HumanResources,43.14466,21-30,63.21600345,HeadOffice
372,F,Victoria,Baker,Bakery,Victoria,Stores,48.73314194,2-5,73.92678067,Stores
373,F,Williams Lake,Baker,Bakery,Williams Lake,Stores,43.28842535,6-10,33.07679923,Stores
374,M,Fauquier,Cashier,Customer Service,Trail,Stores,43.90486891,2-5,96.66844471,Stores
375,F,Brackendale,Baker,Bakery,Squamish,Stores,31.31040261,2-5,23.74644316,Stores
376,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,45.5682308,6-10,71.23074099,Stores
377,M,Victoria,Baker,Bakery,Victoria,Stores,58.13304183,6-10,95.95336768,Stores
378,M,Victoria,Baker,Bakery,Victoria,Stores,54.779859,2-5,125.8604413,Stores
379,M,Quesnel,Baker,Bakery,Quesnel,Stores,57.87101095,6-10,114.4136166,Stores
380,M,Skookumchuck,Baker,Bakery,Nanaimo,Stores,48.69864812,2-5,43.80520345,Stores
381,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,38.89574259,2-5,55.55237954,Stores
382,M,Huntingdon,Cashier,Customer Service,Abbotsford,Stores,47.6683812,2-5,68.91000358,Stores
383,F,Victoria,Baker,Bakery,Victoria,Stores,26.76805037,6-10,0.0,Stores
384,M,Hedley,Baker,Bakery,Princeton,Stores,23.17755823,6-10,11.06662422,Stores
385,F,Prince George,Baker,Bakery,Prince George,Stores,47.29635022,2-5,125.8839935,Stores
386,M,New Westminster,Baker,Bakery,New Westminster,Stores,38.6933991,6-10,19.45913802,Stores
387,F,Cranbrook,Baker,Bakery,Cranbrook,Stores,35.79056103,2-5,0.0,Stores
388,F,Gibsons,Cashier,Customer Service,West Vancouver,Stores,42.94779654,6-10,75.3966086,Stores
389,F,Nanaimo,Baker,Bakery,Nanaimo,Stores,41.27476629,6-10,94.28295789,Stores
390,M,Vancouver,Analyst,HR Technology,Vancouver,HumanResources,53.72168,11-20,0.0,HeadOffice
391,F,Vancouver,Analyst,Investment,Vancouver,FinanceAndAccounting,63.6606,2-5,110.1393004,HeadOffice
392,M,Britannia Beach,Baker,Bakery,Squamish,Stores,45.50482408,6-10,123.0983087,Stores
393,M,Parksville,Baker,Bakery,Nanaimo,Stores,42.48329056,2-5,87.328194,Stores
394,M,Kamloops,Cashier,Customer Service,Kamloops,Stores,24.64311582,2-5,0.0,Stores
395,F,Campbell River,Baker,Bakery,Nanaimo,Stores,59.41045632,2-5,115.0429128,Stores
397,F,Victoria,Baker,Bakery,Victoria,Stores,53.68190138,2-5,159.1892618,Stores
398,F,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,50.29067228,2-5,128.5198368,Stores
399,M,Chilliwack,Baker,Bakery,Chilliwack,Stores,47.31162488,6-10,67.24244208,Stores
400,M,Victoria,Baker,Bakery,Victoria,Stores,28.45488643,2-5,0.0,Stores
401,M,Vancouver,Analyst,Investment,Vancouver,FinanceAndAccounting,41.00684,21-30,0.0,HeadOffice
402,F,Decker Lake,Baker,Bakery,Prince George,Stores,54.17344462,2-5,112.4176815,Stores
403,F,Brackendale,Baker,Bakery,Squamish,Stores,38.68350844,2-5,14.80722716,Stores
404,F,Victoria,Baker,Bakery,Victoria,Stores,37.39941933,2-5,19.82535074,Stores
405,M,Vancouver,Analyst,Investment,Vancouver,FinanceAndAccounting,56.57166,11-20,0.0,HeadOffice
406,F,Vancouver,Analyst,Investment,Vancouver,FinanceAndAccounting,24.03801,6-10,0.0,HeadOffice
407,F,Port Hardy,Baker,Bakery,Nanaimo,Stores,57.48245355,2-5,188.8059986,Stores
408,F,Burnaby,Baker,Bakery,Burnaby,Stores,39.65132981,2-5,24.65164069,Stores
409,F,Williams Lake,Baker,Bakery,Williams Lake,Stores,37.58016678,2-5,38.97862104,Stores
410,M,Vancouver,Analyst,Investment,Vancouver,FinanceAndAccounting,45.70187,11-20,0.0,HeadOffice
411,F,Burnaby,Baker,Bakery,Burnaby,Stores,30.23772064,0-1,0.0,Stores
412,M,Dawson Creek,Cashier,Customer Service,Dawson Creek,Stores,47.44402299,6-10,133.2494689,Stores
413,F,Flatrock,Baker,Bakery,Fort St John,Stores,37.37674244,6-10,43.04919149,Stores
414,M,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,24.53199841,6-10,0.0,Stores
415,M,Vancouver,Analyst,Labor Relations,Vancouver,HumanResources,49.81724,21-30,31.5834116,HeadOffice
416,F,Sechelt,Cashier,Customer Service,West Vancouver,Stores,39.41713079,2-5,32.57782403,Stores
417,F,Princeton,Cashier,Customer Service,Princeton,Stores,48.70922246,2-5,105.2711057,Stores
418,M,Kelowna,Baker,Bakery,Kelowna,Stores,46.4872512,2-5,90.89500232,Stores
419,M,Fort Nelson,Baker,Bakery,Fort Nelson,Stores,41.41336734,2-5,64.67104232,Stores
420,F,Woss,Baker,Bakery,Cranbrook,Stores,42.25238159,0-1,40.36260299,Stores
421,M,Vancouver,Analyst,Labor Relations,Vancouver,HumanResources,52.68017,11-20,0.0,HeadOffice
422,M,Prince George,Baker,Bakery,Prince George,Stores,33.55420357,2-5,0.0,Stores
423,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,34.64472079,2-5,21.78172758,Stores
424,M,New Westminster,Cashier,Customer Service,New Westminster,Stores,48.28562518,2-5,108.8888799,Stores
425,F,Surrey,Baker,Bakery,Surrey,Stores,53.8894244,2-5,111.6737578,Stores
426,M,Vancouver,Analyst,Labor Relations,Vancouver,HumanResources,55.76493,31-40,0.0,HeadOffice
427,F,Vancouver,Analyst,Labor Relations,Vancouver,HumanResources,55.01031,6-10,126.5891578,HeadOffice
428,M,New Westminster,Cashier,Customer Service,New Westminster,Stores,42.20679651,2-5,65.83063728,Stores
429,F,Vernon,Baker,Bakery,Vernon,Stores,40.72063863,2-5,89.09809241,Stores
430,F,Gibsons,Cashier,Customer Service,West Vancouver,Stores,44.13614639,6-10,77.99267824,Stores
431,F,Victoria,Baker,Bakery,Victoria,Stores,55.6059169,2-5,162.071152,Stores
432,M,Slocan,Cashier,Customer Service,Trail,Stores,46.55622619,2-5,58.36254064,Stores
433,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,35.13456681,2-5,13.91972288,Stores
434,F,Lumby,Baker,Bakery,Vernon,Stores,58.07045982,2-5,202.2246554,Stores
435,F,Vancouver,Analyst,Labor Relations,Vancouver,HumanResources,53.4876,11-20,60.32133848,HeadOffice
436,M,Surrey,Baker,Bakery,Surrey,Stores,56.98952573,2-5,154.2911492,Stores
437,M,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,55.82504,21-30,73.09016728,HeadOffice
438,M,Kamloops,Cashier,Customer Service,Kamloops,Stores,28.43684102,6-10,0.0,Stores
440,F,Decker Lake,Baker,Bakery,Prince George,Stores,43.16190211,6-10,59.13654597,Stores
441,M,New Westminster,Cashier,Customer Service,New Westminster,Stores,39.44189274,2-5,17.59603058,Stores
442,F,Chase,Cashier,Customer Service,Kamloops,Stores,32.29718696,2-5,50.37777309,Stores
443,F,Dawson Creek,Dairy Person,Dairy,Dawson Creek,Stores,44.58254104,2-5,116.6489239,Stores
444,F,Sooke,Baker,Bakery,Victoria,Stores,54.93292919,2-5,104.0819056,Stores
445,M,Boston Bar,Baker,Bakery,Chilliwack,Stores,29.06977848,2-5,0.0,Stores
446,F,Port Alberni,Baker,Bakery,Nanaimo,Stores,52.87064743,2-5,114.5110495,Stores
447,M,Sparwood,Baker,Bakery,Cranbrook,Stores,38.73055301,2-5,12.2525326,Stores
448,M,Union Bay,Baker,Bakery,Nanaimo,Stores,60.92573728,2-5,124.1534025,Stores
449,F,Victoria,Baker,Bakery,Victoria,Stores,45.2344092,2-5,104.3010009,Stores
450,F,Francois Lake,Baker,Bakery,Prince George,Stores,23.08029613,6-10,0.0,Stores
451,F,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,39.147491,21-30,88.62749636,HeadOffice
452,M,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,52.92548,6-10,77.57512672,HeadOffice
453,F,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,35.5451812,6-10,0.0,Stores
454,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,46.21123869,6-10,129.6330594,Stores
455,M,Richmond,Baker,Bakery,Richmond,Stores,62.39382381,2-5,84.82918503,Stores
456,F,Summerland,Baker,Bakery,Kelowna,Stores,45.18557692,2-5,82.20343689,Stores
457,M,Mackenzie,Baker,Bakery,Prince George,Stores,34.29581552,2-5,22.62732579,Stores
458,F,Montney,Cashier,Customer Service,Fort St John,Stores,38.73361127,2-5,53.18199049,Stores
459,M,Chief Lake,Cashier,Customer Service,Prince George,Stores,58.12902481,6-10,113.121154,Stores
460,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,42.41074499,6-10,96.8403563,Stores
461,F,Vancouver,Recruiter,Recruitment,Vancouver,HumanResources,56.46422,2-5,93.22573738,HeadOffice
462,F,Burns Lake,Cashier,Customer Service,Prince George,Stores,33.06526605,2-5,31.11766958,Stores
463,M,Vancouver,Analyst,Information Technology,Vancouver,InfoTech,32.583867,11-20,33.80789048,HeadOffice
464,F,Port Alberni,Baker,Bakery,Nanaimo,Stores,52.18534665,6-10,164.0284577,Stores
465,F,Vancouver,Analyst,Information Technology,Vancouver,InfoTech,39.19805,11-20,68.6007296,HeadOffice
466,F,Burnaby,Baker,Bakery,Burnaby,Stores,51.07653909,6-10,74.59369024,Stores
467,M,Surrey,Baker,Bakery,Surrey,Stores,29.55119989,6-10,0.0,Stores
468,M,Vancouver,Analyst,Information Technology,Vancouver,InfoTech,42.02258,6-10,67.17936576,HeadOffice
469,M,Westwold,Cashier,Customer Service,Vernon,Stores,62.64433624,2-5,156.14084,Stores
470,F,Nelson,Cashier,Customer Service,Nelson,Stores,64.23124052,2-5,142.841791,Stores
471,M,Vancouver,Analyst,Information Technology,Vancouver,InfoTech,37.75449,0-1,0.0,HeadOffice
472,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,36.63402217,2-5,0.0,Stores
473,M,Vancouver,Analyst,Information Technology,Vancouver,InfoTech,52.71591,6-10,80.01481384,HeadOffice
474,M,Kamloops,Cashier,Customer Service,Kamloops,Stores,38.23339653,6-10,9.282681016,Stores
475,M,Vancouver,Trainer,Training,Vancouver,HumanResources,49.81724,6-10,90.36785992,HeadOffice
476,M,Kaslo,Baker,Bakery,Cranbrook,Stores,31.02611034,6-10,25.8851504,Stores
477,F,Williams Lake,Cashier,Customer Service,Williams Lake,Stores,44.64552638,2-5,99.11984716,Stores
478,F,Invermere,Cashier,Customer Service,Cranbrook,Stores,28.22209548,2-5,0.0,Stores
479,F,Vancouver,Trainer,Training,Vancouver,HumanResources,52.68017,11-20,30.62074579,HeadOffice
480,F,Victoria,Baker,Bakery,Victoria,Stores,24.64970229,2-5,10.73407329,Stores
481,M,Creston,Cashier,Customer Service,Cranbrook,Stores,40.59613134,2-5,70.64421821,Stores
482,M,Vancouver,Trainer,Training,Vancouver,HumanResources,55.76493,11-20,0.0,HeadOffice
483,F,Surrey,Baker,Bakery,Surrey,Stores,31.30475054,2-5,23.91062766,Stores
484,F,Terrace,Baker,Bakery,Terrace,Stores,50.31913455,6-10,118.4473153,Stores
485,M,Vancouver,Trainer,Training,Vancouver,HumanResources,55.01031,31-40,50.27390576,HeadOffice
486,M,Langley,Baker,Bakery,Langley,Stores,38.31455482,2-5,11.80970768,Stores
487,M,Surrey,Baker,Bakery,Surrey,Stores,28.25597776,2-5,0.991869888,Stores
488,F,Beaver Valley,Cashier,Customer Service,Williams Lake,Stores,35.19518848,2-5,37.08335291,Stores
489,M,Langley,Baker,Bakery,Langley,Stores,35.45307385,6-10,0.026575364,Stores
490,M,Oyster River,Baker,Bakery,Nanaimo,Stores,27.61409825,2-5,0.0,Stores
491,M,Agassiz,Baker,Bakery,Chilliwack,Stores,35.65373786,2-5,37.15826466,Stores
492,M,Victoria,Baker,Bakery,Victoria,Stores,49.56480991,2-5,100.5049786,Stores
493,M,Vancouver,Trainer,Training,Vancouver,HumanResources,53.4876,2-5,106.1094726,HeadOffice
494,M,Vancouver,Trainer,Training,Vancouver,HumanResources,49.898107,31-40,0.0,HeadOffice
495,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,41.02016162,2-5,67.65092244,Stores
496,M,D'arcy,Baker,Bakery,Squamish,Stores,53.65045001,6-10,129.7523563,Stores
497,F,Burnaby,Baker,Bakery,Burnaby,Stores,39.86005478,2-5,76.99938789,Stores
498,M,Surrey,Baker,Bakery,Surrey,Stores,35.48923302,2-5,48.83862073,Stores
499,M,Winfield,Baker,Bakery,Kelowna,Stores,41.24735452,6-10,52.38401943,Stores
500,F,Vancouver,Trainer,Training,Vancouver,HumanResources,51.24375,11-20,84.29653086,HeadOffice
501,F,Vancouver,Trainer,Training,Vancouver,HumanResources,41.15682,11-20,57.05243648,HeadOffice
502,F,Fort St John,Cashier,Customer Service,Fort St John,Stores,30.09141482,2-5,31.12032547,Stores
503,F,Logan Lake,Cashier,Customer Service,Kamloops,Stores,42.70822237,6-10,53.07672136,Stores
504,F,Vancouver,Trainer,Training,Vancouver,HumanResources,48.15581,21-30,0.0,HeadOffice
505,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,46.28528634,2-5,81.19967946,Stores
506,M,Burnaby,Baker,Bakery,Burnaby,Stores,45.58167384,6-10,44.21056474,Stores
508,M,Williams Lake,Cashier,Customer Service,Williams Lake,Stores,40.96629617,2-5,79.43810362,Stores
509,F,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,43.27422875,2-5,71.05758616,Stores
510,F,Campbell River,Baker,Bakery,Nanaimo,Stores,51.84764863,2-5,123.7022374,Stores
511,F,Haney,Baker,Bakery,Haney,Stores,27.33678698,2-5,0.0,Stores
512,F,Fort St John,Cashier,Customer Service,Fort St John,Stores,42.37413102,6-10,83.60413285,Stores
514,F,Burnaby,Baker,Bakery,Burnaby,Stores,25.02316891,2-5,45.31146625,Stores
515,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,38.19423272,2-5,69.66174284,Stores
516,M,Woss,Cashier,Customer Service,Cranbrook,Stores,44.01749332,2-5,26.03181751,Stores
517,M,North Vancouver,Cashier,Customer Service,North Vancouver,Stores,41.55249645,2-5,50.58240885,Stores
518,F,Vancouver,Trainer,Training,Vancouver,HumanResources,41.58173,21-30,45.88654741,HeadOffice
519,F,Vancouver,Baker,Bakery,Vancouver,Stores,56.09869059,2-5,133.690146,Stores
520,F,Vancouver,Baker,Bakery,Vancouver,Stores,46.28919022,2-5,96.21594145,Stores
521,M,Vancouver,Baker,Bakery,Vancouver,Stores,41.69727314,6-10,52.62043385,Stores
522,M,Ganges,Cashier,Customer Service,Victoria,Stores,39.65506384,2-5,44.00717881,Stores
523,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,40.33492499,6-10,95.21097697,Stores
524,M,Vancouver,Baker,Bakery,Vancouver,Stores,25.91390753,6-10,0.0,Stores
525,M,Bob Quinn Lake,Baker,Bakery,Terrace,Stores,37.23639774,2-5,13.60130395,Stores
527,F,New Westminster,Cashier,Customer Service,New Westminster,Stores,33.89015822,2-5,52.91264123,Stores
528,F,Victoria,Cashier,Customer Service,Victoria,Stores,61.90124029,2-5,149.0636276,Stores
529,F,Vancouver,Baker,Bakery,Vancouver,Stores,33.91263819,2-5,86.24173557,Stores
530,M,Vancouver,Baker,Bakery,Vancouver,Stores,36.08963594,2-5,45.684955,Stores
531,F,Valemount,Baker,Bakery,Valemount,Stores,43.20381109,0-1,102.7724072,Stores
532,M,Burnaby,Baker,Bakery,Burnaby,Stores,48.96808513,6-10,74.11078632,Stores
533,F,Kelowna,Baker,Bakery,Kelowna,Stores,22.68696748,2-5,0.0,Stores
534,F,Kelowna,Baker,Bakery,Kelowna,Stores,37.99459283,2-5,45.13770923,Stores
